tconst	ordering	nconst	category	job	characters
tt8066328	1	nm0004717	self	\N	"[""Self - Host""]"
tt8066328	2	nm0627473	self	\N	"[""Self - Host""]"
tt8066328	3	nm0658482	self	\N	"[""Self - Host""]"
tt8066328	4	nm0670239	self	\N	"[""Self - Host""]"
tt8066328	5	nm0373453	director	\N	\N
tt8181906	10	nm2243509	writer	adaptation	\N
tt8181906	1	nm0322717	actress	\N	"[""Clara Inés Santa María""]"
tt8181906	2	nm0530106	actress	\N	"[""Pastora Lara Portillo""]"
tt8181906	3	nm0785479	actor	\N	"[""Israel Santa María""]"
tt8181906	4	nm1179713	actor	\N	"[""Raúl Velandró""]"
tt8181906	5	nm0217087	director	\N	\N
tt8181906	6	nm1639052	director	\N	\N
tt8181906	7	nm1831649	director	\N	\N
tt8181906	8	nm1208260	director	\N	\N
tt8181906	9	nm0549373	writer	story	\N
tt8195562	10	nm0749622	cinematographer	\N	\N
tt8195562	1	nm0134350	actress	\N	"[""Regina Limantour""]"
tt8195562	2	nm0194579	actor	\N	\N
tt8195562	3	nm0695412	actress	\N	"[""Greta""]"
tt8195562	4	nm0050805	actor	\N	"[""Germán""]"
tt8195562	5	nm0198852	director	\N	\N
tt8195562	6	nm0734570	writer	writer	\N
tt8195562	7	nm0739351	writer	adaptation	\N
tt8195562	8	nm0261794	producer	producer	\N
tt8195562	9	nm1292141	composer	\N	\N
tt8223944	1	nm0098864	self	\N	"[""Self - Host""]"
tt8223944	2	nm0694907	self	\N	"[""Self - Red Team Leader""]"
tt8223944	3	nm1120249	self	\N	"[""Self - White Team Leader""]"
tt8223944	4	nm4199585	self	\N	"[""Self - Red Team""]"
tt8223944	5	nm1077542	self	\N	"[""Self - Red Team""]"
tt8223944	6	nm3368934	self	\N	"[""Self - Red Team""]"
tt8223944	7	nm1184272	self	\N	"[""Self - White Team""]"
tt8223944	8	nm1237951	self	\N	"[""Self - White Team""]"
tt8223944	9	nm0327276	self	\N	"[""Self - White Team""]"
tt8240958	1	nm6183463	actor	\N	\N
tt8240958	2	nm9721300	actor	\N	\N
tt8240958	3	nm6383196	producer	producer	\N
tt8312292	1	nm2920541	actress	\N	"[""Tessa Holloway""]"
tt8312292	2	nm6522990	actor	\N	"[""Cristiano San Martin""]"
tt8509340	10	nm8002676	actor	\N	"[""Ginji""]"
tt8509340	1	nm1967053	actress	\N	"[""Kasuga""]"
tt8509340	2	nm6442425	actress	\N	"[""Additional Voices""]"
tt8509340	3	nm6188060	actress	\N	"[""Take""]"
tt8509340	4	nm5414978	actress	\N	"[""Additional Voices""]"
tt8509340	5	nm0437498	writer	\N	\N
tt8509340	6	nm8707888	composer	\N	\N
tt8509340	7	nm2375617	cinematographer	director of photography	\N
tt8509340	8	nm3169541	editor	\N	\N
tt8509340	9	nm5021400	actor	\N	"[""Hatori""]"
tt8515244	1	nm1500199	self	\N	"[""Self - Co-Host""]"
tt8515244	2	nm3069000	self	\N	"[""Self - Co-Host""]"
tt8571950	1	nm0199250	self	\N	"[""Self - Presenter""]"
tt8571950	2	nm1472548	self	\N	"[""Self - Reporter""]"
tt8571950	3	nm1888406	self	\N	"[""Self - Reporter""]"
tt8571950	4	nm0685742	self	\N	"[""Self - Reporter""]"
tt8571950	5	nm9913574	producer	producer	\N
tt8571950	6	nm0971669	producer	producer	\N
tt8571950	7	nm1412116	editor	\N	\N
tt8623640	1	nm9870562	actress	\N	"[""Hongmao""]"
tt8623640	2	nm9871165	actress	\N	"[""Lantu""]"
tt8623640	3	nm7656237	actress	\N	"[""Xiao li""]"
tt8623640	4	nm8134944	actress	\N	"[""Xiao xiao hei""]"
tt8623640	5	nm9894835	director	\N	\N
tt8623640	6	nm6525882	writer	\N	\N
tt8623640	7	nm9870642	actress	\N	"[""Doudou""]"
tt8634548	1	nm7747556	actor	\N	\N
tt8634548	2	nm8091742	actress	\N	\N
tt8634548	3	nm9940742	actress	\N	\N
tt8634548	4	nm6852374	director	\N	\N
tt8634548	5	nm4191628	cinematographer	\N	\N
tt8684328	10	nm0764312	actor	\N	"[""Padre François""]"
tt8684328	1	nm0013450	actor	\N	\N
tt8684328	2	nm0016715	actor	\N	"[""André Cristophe""]"
tt8684328	3	nm0184208	actor	\N	"[""Bienaire""]"
tt8684328	4	nm0194685	actor	\N	"[""Genvillon""]"
tt8684328	5	nm0136695	director	\N	\N
tt8684328	6	nm0276899	director	\N	\N
tt8684328	7	nm0163210	writer	writer	\N
tt8684328	8	nm0579510	actress	\N	"[""Vivian Chevalier""]"
tt8684328	9	nm0733791	actress	\N	"[""Bárbara""]"
tt8757962	1	nm1427912	cinematographer	\N	\N
tt8823662	1	nm9018415	self	\N	"[""Self""]"
tt8879296	1	nm0433543	actor	\N	"[""Magus Mamurra""]"
tt8879296	2	nm10056162	actress	\N	"[""Ubi-que""]"
tt8879296	3	nm10056156	director	\N	\N
tt8879296	4	nm10056163	writer	\N	\N
tt8879296	5	nm1743652	cinematographer	\N	\N
tt8903048	1	nm0238478	self	\N	"[""Self - Host""]"
tt8903048	2	nm0000945	self	\N	"[""Self""]"
tt9018076	10	nm10131209	self	\N	"[""Self""]"
tt9018076	1	nm3833856	self	\N	"[""Self""]"
tt9018076	2	nm5003793	self	\N	"[""Self""]"
tt9018076	3	nm5004549	self	\N	"[""Self""]"
tt9018076	4	nm2422612	self	\N	"[""Self""]"
tt9018076	5	nm4299091	self	\N	"[""Self""]"
tt9018076	6	nm1391738	self	\N	"[""Self""]"
tt9018076	7	nm9379686	self	\N	"[""Self""]"
tt9018076	8	nm2360984	self	\N	"[""Self""]"
tt9018076	9	nm7636708	self	\N	"[""Self""]"
tt9030016	1	nm10136967	actor	\N	\N
tt9030016	2	nm0611603	actor	\N	\N
tt9030016	3	nm0707951	actress	\N	\N
tt9030016	4	nm0004463	actor	\N	\N
tt9030016	5	nm0710587	director	\N	\N
tt9030016	6	nm0820270	actress	\N	\N
tt9030462	10	nm8199621	cinematographer	\N	\N
tt9030462	1	nm1792148	actress	\N	"[""Aunt Corey""]"
tt9030462	2	nm4668777	actress	\N	"[""Ginger Boxwell""]"
tt9030462	3	nm1354542	actor	\N	"[""Uncle Bob""]"
tt9030462	4	nm4980649	actor	\N	"[""Robbie Hughes""]"
tt9030462	5	nm0948719	director	\N	\N
tt9030462	6	nm1011079	writer	written by	\N
tt9030462	7	nm1940444	writer	creator	\N
tt9030462	8	nm6575062	producer	producer	\N
tt9030462	9	nm1506362	composer	\N	\N
tt9054910	1	nm0186386	self	\N	"[""Self - Host""]"
tt9054910	2	nm0751369	self	\N	"[""Self - Co-Host""]"
tt9054910	3	nm0792847	self	\N	"[""Self""]"
tt9054910	4	nm0888399	self	\N	"[""Self""]"
tt9185484	1	nm0203964	actor	\N	\N
tt9185484	2	nm0931595	actor	\N	\N
tt9185484	3	nm0848275	actress	\N	\N
tt9185484	4	nm1911066	actor	\N	\N
tt9185484	5	nm6149954	producer	producer	\N
tt9185484	6	nm10209274	production_designer	\N	\N
tt9185484	7	nm9837576	actress	\N	\N
tt9193456	1	nm3473500	actor	\N	"[""Narrator""]"
tt9193456	2	nm0463735	self	\N	"[""Self""]"
tt9193456	3	nm10219558	director	\N	\N
tt9193456	4	nm0007402	cinematographer	\N	\N
tt9193456	5	nm0374439	cinematographer	\N	\N
tt9313838	1	nm1621197	self	\N	"[""Self - Programledare""]"
tt9313838	2	nm1705207	self	\N	"[""Self""]"
tt9313838	3	nm0526532	editor	\N	\N
tt9352344	1	nm0138966	actress	\N	"[""Tamara""]"
tt9352344	2	nm1202723	actress	\N	"[""Stephanie""]"
tt9352344	3	nm2460781	actor	\N	"[""Paul""]"
tt9352344	4	nm0460061	actor	\N	"[""Doyle""]"
tt9352344	5	nm6585518	cinematographer	\N	\N
tt9352344	6	nm9864303	actor	\N	"[""Bartender""]"
tt9352344	7	nm0954719	actress	\N	"[""Mo""]"
tt9466194	1	nm4393699	self	\N	"[""Self""]"
tt9466194	2	nm1121649	self	\N	"[""Self""]"
tt9512682	1	nm1832808	writer	\N	\N
tt9512682	2	nm6497864	producer	executive producer	\N
tt9512682	3	nm7788120	producer	producer	\N
tt9571662	10	nm13872823	cinematographer	\N	\N
tt9571662	1	nm7287287	actor	\N	"[""Bajirao (2017)""]"
tt9571662	2	nm7807672	actor	\N	"[""Young Bajirao (2017)""]"
tt9571662	3	nm9279339	actress	\N	"[""Kashibai (2017)""]"
tt9571662	4	nm9849994	actress	\N	"[""Young Kashibai (2017)""]"
tt9571662	5	nm14845829	director	\N	\N
tt9571662	6	nm2215938	writer	\N	\N
tt9571662	7	nm10024986	writer	\N	\N
tt9571662	8	nm3940261	producer	producer	\N
tt9571662	9	nm1921694	producer	producer	\N
tt9573574	1	nm10381654	self	\N	"[""Self""]"
tt9573574	2	nm10381652	director	\N	\N
tt9573574	3	nm5400060	director	\N	\N
tt9573574	4	nm10386660	writer	screenplay	\N
tt9573574	5	nm10381655	writer	head writer	\N
tt9593396	10	nm3476984	writer	\N	\N
tt9593396	1	nm3085491	actress	\N	"[""Amrit Khurana""]"
tt9593396	2	nm3083970	actress	\N	"[""Sohni (current)""]"
tt9593396	3	nm0474820	actor	\N	"[""Balraaj Khurana""]"
tt9593396	4	nm3083916	actress	\N	"[""Rano""]"
tt9593396	5	nm2591307	director	\N	\N
tt9593396	6	nm2193166	director	\N	\N
tt9593396	7	nm2098883	director	series director	\N
tt9593396	8	nm1853938	writer	dialogue	\N
tt9593396	9	nm3084686	writer	dialogue	\N
tt9630610	1	nm8093244	actor	\N	"[""Meme Man"",""Meme Dog""]"
tt9684670	1	nm3052512	self	\N	"[""Self - Host""]"
tt9692702	1	nm10441598	self	\N	"[""Self""]"
tt9692702	2	nm1564360	self	\N	"[""Self - Host""]"
tt9715076	1	nm2616027	actress	\N	"[""Shruti Sharma""]"
tt9715076	2	nm2345909	actress	\N	"[""Aastha"",""Nupur""]"
tt9715076	3	nm2324758	actor	\N	"[""Dr.Sankalp(2003)""]"
tt9715076	4	nm1127826	actor	\N	"[""Raj""]"
tt9715076	5	nm1397301	director	\N	\N
tt9715076	6	nm2611811	producer	producer	\N
tt9715076	7	nm2616570	editor	\N	\N
tt9866892	1	nm10022181	actress	\N	"[""Mevrouw Suikerspin""]"
tt9873436	1	nm4581114	actress	\N	\N
tt9873436	2	nm6666007	actor	\N	\N
tt9873436	3	nm3348178	actress	\N	\N
tt9873436	4	nm9505932	director	\N	\N
tt9873436	5	nm5203198	writer	story	\N
tt9873436	6	nm2276241	producer	producer	\N
tt9901722	10	nm2273814	composer	\N	\N
tt9901722	1	nm9129234	actress	\N	"[""Prarthna""]"
tt9901722	2	nm5810738	actress	\N	"[""Pari""]"
tt9901722	3	nm3946281	actor	\N	"[""Mr.Kanhaiya Paanchal""]"
tt9901722	4	nm2366663	director	\N	\N
tt9901722	5	nm9818935	director	\N	\N
tt9901722	6	nm9430973	writer	\N	\N
tt9901722	7	nm5557400	writer	\N	\N
tt9901722	8	nm4433772	writer	\N	\N
tt9901722	9	nm4060831	writer	\N	\N
