tconst	ordering	nconst	category	job	characters
tt14912224	2	nm8798545	writer	\N	\N
tt14982256	1	nm3222308	actress	\N	\N
tt14982256	2	nm3884595	actress	\N	\N
tt14982256	3	nm3885170	actor	\N	"[""Bhai Mian""]"
tt14982256	4	nm3885999	actor	\N	\N
tt14982256	5	nm3892950	director	\N	\N
tt14982256	6	nm3885325	writer	written by	\N
tt14982256	7	nm3884865	producer	producer	\N
tt14982256	8	nm3893654	editor	\N	\N
tt14982256	9	nm3893574	actress	\N	\N
tt1502940	1	nm3434505	director	\N	\N
tt15145684	1	nm14000662	self	\N	"[""Self""]"
tt15145684	2	nm14000655	self	\N	"[""Self""]"
tt15145684	3	nm14000663	self	\N	"[""Self""]"
tt15145684	4	nm14000658	self	\N	"[""Self""]"
tt15145684	5	nm14000659	self	\N	"[""Self""]"
tt15145684	6	nm14000661	self	\N	"[""Self""]"
tt15145684	7	nm14000657	self	\N	"[""Self""]"
tt15145684	8	nm14000656	self	\N	"[""Self""]"
tt15145684	9	nm14000660	self	\N	"[""Self""]"
tt15170708	1	nm9685639	writer	writer	\N
tt15214194	1	nm12791266	self	\N	"[""Self"",""Presenter""]"
tt15214194	2	nm12791265	director	\N	\N
tt15214194	3	nm12791269	editor	\N	\N
tt15262326	1	nm12077297	self	\N	"[""Self - Host""]"
tt15282628	1	nm13417491	writer	written by	\N
tt15282628	2	nm12983004	production_designer	\N	\N
tt1540187	10	nm1881162	writer	writer	\N
tt1540187	1	nm2321700	self	\N	"[""Self""]"
tt1540187	2	nm3680540	self	\N	"[""Self - Host""]"
tt1540187	3	nm0578466	self	\N	"[""Self""]"
tt1540187	4	nm2064863	self	\N	"[""Themselves""]"
tt1540187	5	nm3680166	writer	writer	\N
tt1540187	6	nm1350437	writer	writer	\N
tt1540187	7	nm3681540	writer	writer	\N
tt1540187	8	nm3014101	writer	writer	\N
tt1540187	9	nm3132903	writer	writer	\N
tt15432106	1	nm0497346	self	\N	"[""Self - Host""]"
tt15432106	2	nm0481840	self	\N	"[""Self""]"
tt15432106	3	nm0533306	self	\N	"[""Self""]"
tt1548583	10	nm3691571	cinematographer	\N	\N
tt1548583	1	nm3687606	actor	\N	"[""Knute Rockne""]"
tt1548583	2	nm1049015	actor	\N	"[""Jim Thorpe""]"
tt1548583	3	nm3691636	actor	\N	"[""Sam""]"
tt1548583	4	nm3691844	actor	\N	"[""Jarin""]"
tt1548583	5	nm3687419	composer	\N	\N
tt1548583	6	nm0293983	composer	\N	\N
tt1548583	7	nm0314713	composer	\N	\N
tt1548583	8	nm3703972	composer	\N	\N
tt1548583	9	nm3209590	cinematographer	director of photography	\N
tt15524608	1	nm1201278	actor	\N	"[""Cesar Sangre""]"
tt15524608	2	nm0786452	actress	\N	"[""Jean de Asis""]"
tt15524608	3	nm0813098	actress	\N	"[""Alfonsita Sangre""]"
tt15524608	4	nm1931428	director	\N	\N
tt15524608	5	nm2038953	writer	writer	\N
tt15524608	6	nm1840982	writer	writer	\N
tt1564499	10	nm2222030	producer	producer	\N
tt1564499	1	nm1047343	self	\N	"[""Self - Host""]"
tt1564499	2	nm0485023	self	\N	"[""Self - The Bachelor""]"
tt1564499	3	nm3730463	self	\N	"[""Self - Contestant""]"
tt1564499	4	nm3730444	self	\N	"[""Self - Contestant""]"
tt1564499	5	nm0297239	director	\N	\N
tt1564499	6	nm1153907	writer	creator	\N
tt1564499	7	nm1060035	producer	producer	\N
tt1564499	8	nm3501851	producer	producer	\N
tt1564499	9	nm1747621	producer	producer	\N
tt1565738	1	nm0930023	self	\N	"[""Self - Host""]"
tt1565738	2	nm1478739	self	\N	"[""Themselves""]"
tt1565738	3	nm0089982	writer	writer	\N
tt15693734	1	nm0125712	actor	\N	"[""Mike Dixon""]"
tt15693734	2	nm0838029	actor	\N	"[""Jimmy Corkhill""]"
tt15693734	3	nm0281939	actress	\N	"[""Jacqui Farnham""]"
tt15693734	4	nm0842104	actress	\N	"[""Lindsey Corkhill""]"
tt15693734	5	nm0715087	writer	creator	\N
tt15693734	6	nm0698807	producer	producer	\N
tt15693734	7	nm0942825	composer	\N	\N
tt15693734	8	nm1013768	editor	\N	\N
tt1570101	1	nm3883355	self	\N	"[""Self""]"
tt1570101	2	nm3400069	actress	\N	"[""Lady in Field""]"
tt1570101	3	nm0072435	self	\N	"[""Self""]"
tt1570101	4	nm2112505	self	\N	"[""Self""]"
tt1570101	5	nm2732479	director	\N	\N
tt1570101	6	nm2817667	producer	producer	\N
tt1570101	7	nm2986486	producer	producer	\N
tt1570101	8	nm3330139	composer	\N	\N
tt1570101	9	nm4168181	composer	\N	\N
tt15715386	10	nm1074245	writer	\N	\N
tt15715386	1	nm8702190	actor	\N	"[""Voice artist""]"
tt15715386	2	nm5415643	actor	\N	"[""Voice artist""]"
tt15715386	3	nm6549976	actor	\N	\N
tt15715386	4	nm2511203	actor	\N	"[""Puppeteer""]"
tt15715386	5	nm0070436	director	\N	\N
tt15715386	6	nm1034489	director	\N	\N
tt15715386	7	nm1635193	director	\N	\N
tt15715386	8	nm11078973	writer	\N	\N
tt15715386	9	nm4769696	writer	\N	\N
tt15721834	1	nm9234499	actor	\N	\N
tt15721834	2	nm13046018	writer	\N	\N
tt1578489	1	nm3242657	actress	\N	"[""Beth""]"
tt1578489	2	nm1001283	actress	\N	"[""Inno""]"
tt1578489	3	nm2982557	actress	\N	"[""Akua Yenana""]"
tt1578489	4	nm3244498	actress	\N	"[""Lois Gumede""]"
tt1578489	5	nm2916525	director	\N	\N
tt1578489	6	nm2415766	writer	written by	\N
tt1578489	7	nm2533194	writer	written by	\N
tt1578489	8	nm1441554	cinematographer	director of photography	\N
tt1582701	1	nm2128871	writer	writer	\N
tt15835062	10	nm13012017	producer	producer	\N
tt15835062	1	nm2540331	actor	\N	\N
tt15835062	2	nm4372898	actress	\N	\N
tt15835062	3	nm4523185	actor	\N	\N
tt15835062	4	nm5444397	writer	\N	\N
tt15835062	5	nm13012016	writer	\N	\N
tt15835062	6	nm5901304	writer	\N	\N
tt15835062	7	nm5209326	writer	\N	\N
tt15835062	8	nm13012018	producer	producer	\N
tt15835062	9	nm6972043	producer	producer	\N
tt15875392	10	nm12809338	editor	lead editor	\N
tt15875392	1	nm7476686	self	\N	"[""Self - Guest""]"
tt15875392	2	nm11813230	self	\N	"[""Self - Host""]"
tt15875392	3	nm11814916	director	co-director	\N
tt15875392	4	nm12413268	writer	reseach	\N
tt15875392	5	nm12480964	writer	research	\N
tt15875392	6	nm12431927	writer	writer	\N
tt15875392	7	nm11881390	writer	writer	\N
tt15875392	8	nm12307292	writer	research	\N
tt15875392	9	nm12210493	producer	producer	\N
tt1591824	10	nm0575114	actor	\N	"[""Alf Stewart""]"
tt1591824	1	nm0643035	actor	\N	"[""Tom Fletcher""]"
tt1591824	2	nm0236142	actress	\N	"[""Pippa Fletcher""]"
tt1591824	3	nm0660654	archive_footage	\N	"[""Frank Morgan""]"
tt1591824	4	nm0388297	actress	\N	"[""Carly Morris""]"
tt1591824	5	nm0597233	director	\N	\N
tt1591824	6	nm0060783	writer	creator	\N
tt1591824	7	nm0359343	writer	by	\N
tt1591824	8	nm2147256	editor	\N	\N
tt1591824	9	nm0102496	actress	\N	"[""Lynn Davenport""]"
tt15940176	1	nm9677608	self	\N	"[""Self - Host""]"
tt15940176	2	nm2032429	self	\N	"[""Self - Co-Host""]"
tt16121874	1	nm1041699	self	\N	"[""Self - Host""]"
tt16121874	2	nm2618196	actor	\N	\N
tt16121874	3	nm2501191	actor	\N	\N
tt16121874	4	nm3591597	writer	teleplay	\N
tt16121874	5	nm1715642	producer	producer	\N
tt16121874	6	nm1618384	producer	producer	\N
tt16121874	7	nm1981157	producer	producer	\N
tt16121874	8	nm5618365	composer	\N	\N
tt16121874	9	nm0756145	composer	\N	\N
tt16165988	1	nm10900738	actress	\N	\N
tt16165988	2	nm12747746	actor	\N	"[""Desai Harshil.""]"
tt16165988	3	nm11086820	actor	\N	\N
tt16165988	4	nm12690368	director	\N	\N
tt16165988	5	nm8077384	producer	producer	\N
tt16165988	6	nm10900740	producer	producer	\N
tt16173848	1	nm0115538	actress	\N	"[""Dr. Maggie Powers""]"
tt16173848	2	nm0399169	actress	\N	"[""Dr. Althea Davis""]"
tt16173848	3	nm0639496	actor	\N	"[""Dr. Steve Aldrich""]"
tt16173848	4	nm0698097	actor	\N	"[""Dr. Matt Powers""]"
tt16173848	5	nm0438250	director	\N	\N
tt16173848	6	nm1221966	writer	creator	\N
tt16173848	7	nm3044258	writer	head writer	\N
tt16173848	8	nm1161772	producer	producer	\N
tt16276954	1	nm4529114	director	\N	\N
tt16284906	1	nm0443286	actor	\N	"[""Cyberfly"",""Demon King"",""Additional Voices""]"
tt16284906	2	nm0206816	director	\N	\N
tt16284906	3	nm2537893	writer	creator	\N
tt16284906	4	nm1047217	composer	\N	\N
tt16285440	1	nm0443286	actor	\N	"[""Cyberfly"",""Demon King"",""Additional Voices""]"
tt16285440	2	nm0206816	director	\N	\N
tt16285440	3	nm2537893	writer	creator	\N
tt16285440	4	nm1047217	composer	\N	\N
tt16376748	1	nm10913031	self	\N	"[""Self - Host""]"
tt16392222	1	nm4235428	self	\N	"[""Self""]"
tt16392222	2	nm0003319	self	\N	"[""Self - Host""]"
tt16392222	3	nm2492393	self	\N	"[""Self""]"
tt16392222	4	nm4183286	self	\N	"[""Self""]"
tt16392222	5	nm10394366	director	\N	\N
tt16392222	6	nm0618258	self	\N	"[""Self - Host""]"
tt16440784	10	nm12210238	producer	producer	\N
tt16440784	1	nm0158448	actress	\N	"[""Mam' Sonto""]"
tt16440784	2	nm2049386	actress	\N	"[""Thati Ndaba""]"
tt16440784	3	nm1001874	actress	\N	"[""Thati Dlamini""]"
tt16440784	4	nm3333342	actor	\N	"[""Melusi Dlamini""]"
tt16440784	5	nm2343499	director	\N	\N
tt16440784	6	nm10688741	writer	\N	\N
tt16440784	7	nm6031401	writer	\N	\N
tt16440784	8	nm1952439	writer	\N	\N
tt16440784	9	nm11684850	writer	\N	\N
tt16494266	1	nm0026153	writer	creator	\N
tt16494266	2	nm1434523	writer	created by	\N
tt16494266	3	nm1436816	writer	\N	\N
tt16494266	4	nm12372910	writer	\N	\N
tt16586772	10	nm12210238	producer	producer	\N
tt16586772	1	nm0158448	actress	\N	"[""Mam' Sonto""]"
tt16586772	2	nm2049386	actress	\N	"[""Thati Ndaba""]"
tt16586772	3	nm1001874	actress	\N	"[""Thati Dlamini""]"
tt16586772	4	nm3333342	actor	\N	"[""Melusi Dlamini""]"
tt16586772	5	nm2343499	director	\N	\N
tt16586772	6	nm10688741	writer	\N	\N
tt16586772	7	nm6031401	writer	\N	\N
tt16586772	8	nm1952439	writer	\N	\N
tt16586772	9	nm11684850	writer	\N	\N
tt16604782	1	nm7562728	self	\N	"[""Self - Host""]"
tt16611838	10	nm2577838	actress	\N	"[""Na Young-Jin""]"
tt16611838	1	nm1869320	actress	\N	"[""Na Young-Ja""]"
tt16611838	2	nm1758020	actor	\N	"[""Ha Sung-Jae""]"
tt16611838	3	nm6969263	actor	\N	"[""Kang Ji-Wook""]"
tt16611838	4	nm3768511	actress	\N	"[""Song Ji-Sook""]"
tt16611838	5	nm1564197	actress	\N	"[""Kim Ha-Na""]"
tt16611838	6	nm2157523	actor	\N	"[""Park Se-Yoon""]"
tt16611838	7	nm3780555	actor	\N	"[""Lee Tae-Sung""]"
tt16611838	8	nm3514551	actress	\N	"[""Jung Mi-Ran""]"
tt16611838	9	nm1049304	actor	\N	"[""Kang Byung-Chul""]"
tt1666033	1	nm0143333	director	\N	\N
tt17010326	1	nm2045259	actress	\N	\N
tt17010326	2	nm2069739	actor	\N	\N
tt17010326	3	nm13220986	director	\N	\N
tt17052074	1	nm9981601	self	\N	"[""Self""]"
tt17052074	2	nm10354627	self	\N	"[""Self""]"
tt17052074	3	nm9981596	self	\N	"[""Self""]"
tt17052074	4	nm10887080	editor	\N	\N
tt17056264	1	nm2191819	self	\N	"[""Self""]"
tt17056264	2	nm13305511	self	\N	"[""Self""]"
tt17056264	3	nm1624688	cinematographer	\N	\N
tt17056264	4	nm10605549	editor	\N	\N
tt1706468	10	nm0563642	editor	\N	\N
tt1706468	1	nm0222066	actress	\N	"[""Estelle Bricourt""]"
tt1706468	2	nm0431031	actor	\N	"[""Denis Bricourt""]"
tt1706468	3	nm0060780	actor	\N	"[""Charles""]"
tt1706468	4	nm0233098	actress	\N	"[""Julia""]"
tt1706468	5	nm2277061	director	\N	\N
tt1706468	6	nm1326631	producer	producer	\N
tt1706468	7	nm1479804	producer	producer	\N
tt1706468	8	nm1449492	composer	\N	\N
tt1706468	9	nm1486668	cinematographer	\N	\N
tt1714202	10	nm0910996	composer	\N	\N
tt1714202	1	nm0909578	actress	\N	"[""Charley Anderson""]"
tt1714202	2	nm0001218	actor	\N	"[""Ben Martin""]"
tt1714202	3	nm2320532	actress	\N	"[""Chloe Andersen""]"
tt1714202	4	nm2423799	actor	\N	"[""Colin Daniels""]"
tt1714202	5	nm0025978	director	\N	\N
tt1714202	6	nm2226647	writer	written by	\N
tt1714202	7	nm2226970	writer	written by	\N
tt1714202	8	nm0330048	producer	producer	\N
tt1714202	9	nm0928074	producer	producer	\N
tt1714387	1	nm3025788	self	\N	"[""Self - Presenter: East Midlands Region""]"
tt1714387	2	nm3025984	self	\N	"[""Self - Presenter: East Midlands Region""]"
tt1714387	3	nm2736298	self	\N	"[""Self - Weather Forecaster: East Midlands Region""]"
tt1758263	10	nm4181375	editor	\N	\N
tt1758263	1	nm0524839	self	\N	"[""Self""]"
tt1758263	2	nm0298400	director	\N	\N
tt1758263	3	nm0381155	writer	creator	\N
tt1758263	4	nm1939375	producer	producer	\N
tt1758263	5	nm4181526	producer	associate producer	\N
tt1758263	6	nm0992362	editor	\N	\N
tt1758263	7	nm1043844	editor	\N	\N
tt1758263	8	nm4181157	editor	\N	\N
tt1758263	9	nm2896497	editor	\N	\N
tt1767341	1	nm0634629	director	\N	\N
tt1778174	1	nm4436525	self	\N	"[""Self - Host (2010)""]"
tt1778174	2	nm4183203	self	\N	"[""Self - Dr Rhythm""]"
tt1793368	1	nm0558268	self	\N	"[""Self - Hostess""]"
tt1795765	10	nm0306035	writer	\N	\N
tt1795765	1	nm0623021	actress	\N	"[""Renata Monterrubio Álvarez""]"
tt1795765	2	nm0812954	actor	\N	"[""Jerónimo Linares""]"
tt1795765	3	nm0052488	actress	\N	"[""Josefina 'Fina' Álvarez Martínez""]"
tt1795765	4	nm0142747	actor	\N	"[""Gonzalo Monterrubio""]"
tt1795765	5	nm0243455	director	\N	\N
tt1795765	6	nm0308948	director	\N	\N
tt1795765	7	nm0626446	director	\N	\N
tt1795765	8	nm0106039	writer	original story	\N
tt1795765	9	nm0140515	writer	\N	\N
tt18281006	10	nm7993264	editor	\N	\N
tt18281006	1	nm13345780	actor	\N	"[""Prathap""]"
tt18281006	2	nm13345584	actress	\N	"[""Janaki""]"
tt18281006	3	nm12830473	director	\N	\N
tt18281006	4	nm13398271	writer	\N	\N
tt18281006	5	nm11482705	writer	\N	\N
tt18281006	6	nm13398272	writer	\N	\N
tt18281006	7	nm13398273	producer	producer	\N
tt18281006	8	nm10339751	cinematographer	\N	\N
tt18281006	9	nm13398274	editor	\N	\N
tt18334444	1	nm7961443	actress	\N	"[""Mary""]"
tt18334444	2	nm6008274	actor	\N	"[""Michael""]"
tt18334444	3	nm11843540	actress	\N	"[""Subject #138""]"
tt18334444	4	nm2381443	actor	\N	"[""Doctor Aaron Kant""]"
tt18334444	5	nm10260521	director	\N	\N
tt18334444	6	nm8568835	director	\N	\N
tt18334444	7	nm13374411	composer	\N	\N
tt18334444	8	nm8071572	cinematographer	\N	\N
tt18334444	9	nm13435073	editor	\N	\N
tt18377560	1	nm12475743	self	\N	"[""Self (News Anchor)""]"
tt18377560	2	nm12480894	self	\N	"[""Self (Reporter)""]"
tt18377560	3	nm12560879	self	\N	"[""Self""]"
tt18377560	4	nm6974509	self	\N	"[""Self (News Anchor)""]"
tt18377560	5	nm1082182	self	\N	"[""Self (Meterologist)""]"
tt18377560	6	nm13451021	self	\N	"[""Self (Reporter)""]"
tt18533198	10	nm4251791	cinematographer	\N	\N
tt18533198	1	nm0436776	actor	\N	"[""Satonaka""]"
tt18533198	2	nm12068386	actor	\N	"[""Jiro Kinoshita""]"
tt18533198	3	nm0538136	writer	\N	\N
tt18533198	4	nm1346933	writer	creator	\N
tt18533198	5	nm1049100	writer	\N	\N
tt18533198	6	nm4610002	producer	producer	\N
tt18533198	7	nm0452853	composer	\N	\N
tt18533198	8	nm0410646	cinematographer	\N	\N
tt18533198	9	nm0475880	cinematographer	\N	\N
tt18546754	10	nm10955561	writer	executive story editor	\N
tt18546754	1	nm2780578	actress	\N	"[""Zoey Johnson""]"
tt18546754	2	nm3851090	actor	\N	"[""Andre Johnson, Jr.""]"
tt18546754	3	nm3630119	actor	\N	"[""Aaron Jackson""]"
tt18546754	4	nm2371339	actor	\N	"[""Doug Edwards""]"
tt18546754	5	nm5342427	director	\N	\N
tt18546754	6	nm1244069	writer	created by	\N
tt18546754	7	nm0932831	writer	created by	\N
tt18546754	8	nm4998426	writer	written by	\N
tt18546754	9	nm11404198	writer	executive story editor	\N
tt18558484	1	nm0523529	actor	\N	"[""Presented by""]"
tt18558484	2	nm1245343	actor	\N	"[""Presented by""]"
tt18558484	3	nm13410198	director	\N	\N
tt1873535	1	nm3829196	director	\N	\N
tt18752638	1	nm1787627	self	\N	"[""Self - Host""]"
tt18752638	2	nm9335400	writer	\N	\N
tt1888451	10	nm0006043	composer	\N	\N
tt1888451	1	nm1028106	actress	\N	"[""Silvia""]"
tt1888451	2	nm2222700	actress	\N	"[""Marcella""]"
tt1888451	3	nm0240983	actor	\N	"[""Don Plinio""]"
tt1888451	4	nm0320519	actress	\N	"[""Claudia""]"
tt1888451	5	nm3202061	writer	concept	\N
tt1888451	6	nm2169896	writer	screenplay	\N
tt1888451	7	nm1365120	writer	screenplay	\N
tt1888451	8	nm1940185	writer	story	\N
tt1888451	9	nm0075984	producer	producer	\N
tt1895695	1	nm1507860	actor	\N	"[""Hismelf - Host""]"
tt1895695	2	nm1509566	director	\N	\N
tt1904403	1	nm0188592	actor	\N	"[""Benjamin Bear""]"
tt1904403	2	nm0267800	actress	\N	"[""Laura""]"
tt1904403	3	nm0410879	actress	\N	"[""Eliza""]"
tt1904403	4	nm1804903	director	co-director	\N
tt1904403	5	nm1776781	writer	written by	\N
tt19222574	10	nm0837377	self	\N	"[""Self""]"
tt19222574	1	nm1281906	self	\N	"[""Self - Host""]"
tt19222574	2	nm2378475	self	\N	"[""Self""]"
tt19222574	3	nm1879078	self	\N	"[""Self""]"
tt19222574	4	nm1511132	self	\N	"[""Self""]"
tt19222574	5	nm13966995	self	\N	"[""Self - Audience Member""]"
tt19222574	6	nm14003122	self	\N	"[""Self - Finalist""]"
tt19222574	7	nm13966998	self	\N	"[""Self - Audience Member""]"
tt19222574	8	nm9616929	self	\N	"[""Self - Winner""]"
tt19222574	9	nm13966997	self	\N	"[""Self - Audience Member""]"
tt1932814	1	nm1705921	producer	producer	\N
tt19397976	1	nm6306346	actor	\N	\N
tt19397976	2	nm11194976	actor	\N	\N
tt19397976	3	nm12615497	actress	\N	\N
tt19397976	4	nm1715502	director	\N	\N
tt19397976	5	nm5721363	writer	\N	\N
tt19397976	6	nm12304161	producer	producer	\N
tt19397976	7	nm12304164	cinematographer	\N	\N
tt19397976	8	nm5716576	editor	\N	\N
tt1941755	10	nm3132012	editor	\N	\N
tt1941755	1	nm0002960	archive_footage	\N	"[""Self""]"
tt1941755	2	nm0548114	archive_footage	\N	"[""Marisol"",""Self""]"
tt1941755	3	nm0590869	archive_footage	\N	"[""Self""]"
tt1941755	4	nm2201334	self	\N	"[""Self""]"
tt1941755	5	nm4466004	director	\N	\N
tt1941755	6	nm4465926	director	\N	\N
tt1941755	7	nm2811587	writer	writer	\N
tt1941755	8	nm4189005	producer	producer	\N
tt1941755	9	nm2817800	producer	producer	\N
tt1955283	1	nm1507860	actor	\N	"[""Hismelf - Host""]"
tt1955283	2	nm1509566	director	\N	\N
tt19718284	10	nm0068347	writer	co-creator	\N
tt19718284	1	nm0020739	actress	\N	"[""Dr. Taylor Hayes""]"
tt19718284	2	nm0004947	actress	\N	"[""Donna Logan""]"
tt19718284	3	nm0443406	actor	\N	"[""Ridge Forrester""]"
tt19718284	4	nm0559427	actress	\N	"[""Li Finnegan""]"
tt19718284	5	nm2311409	director	\N	\N
tt19718284	6	nm0068074	writer	head writer	\N
tt19718284	7	nm0591517	writer	co-head writer	\N
tt19718284	8	nm2448723	writer	associate head writer	\N
tt19718284	9	nm0990072	writer	written by	\N
tt19725360	10	nm2504343	cinematographer	\N	\N
tt19725360	1	nm2509841	actress	\N	"[""Jennifer Chambers""]"
tt19725360	2	nm2048042	actor	\N	"[""Richard""]"
tt19725360	3	nm2508964	actor	\N	"[""Obediah Zachariah Philemon Smith Stringbeans""]"
tt19725360	4	nm6824025	actress	\N	"[""Matty""]"
tt19725360	5	nm0514684	director	\N	\N
tt19725360	6	nm2512037	writer	\N	\N
tt19725360	7	nm2510070	cinematographer	\N	\N
tt19725360	8	nm2506587	cinematographer	\N	\N
tt19725360	9	nm2507907	cinematographer	\N	\N
tt19727678	1	nm2609716	actor	\N	\N
tt19727678	2	nm5040382	actress	\N	\N
tt19887262	1	nm11646629	actor	\N	\N
tt2029745	1	nm1399902	self	\N	"[""Self - Host""]"
tt2029745	2	nm2930578	self	\N	"[""Self""]"
tt2029745	3	nm4452641	self	\N	"[""Self""]"
tt2029745	4	nm3141889	self	\N	"[""Self""]"
tt2031520	10	nm1476835	self	\N	"[""Self - Weather Forecaster""]"
tt2031520	1	nm1471737	self	\N	"[""Self - Newsreader""]"
tt2031520	2	nm2029096	self	\N	"[""Self - Newsreader (Madrid)""]"
tt2031520	3	nm2017404	self	\N	"[""Self - Newsreader (Cataluña)""]"
tt2031520	4	nm4390914	self	\N	"[""Self - Newsreader (Andalucía)""]"
tt2031520	5	nm2553713	self	\N	"[""Self - Newsreader (Catalonia)""]"
tt2031520	6	nm2064095	self	\N	"[""Self - Newsreader (País Vasco)""]"
tt2031520	7	nm1842304	self	\N	"[""Self - Newsreader (Comunidad Valenciana)""]"
tt2031520	8	nm1420903	self	\N	"[""Self - Newsreader""]"
tt2031520	9	nm4390862	self	\N	"[""Self - Newsreader (Galicia)""]"
tt2052198	10	nm4650183	actress	\N	"[""Jenna Watson""]"
tt2052198	1	nm3239873	actress	\N	"[""B.J. Fletcher""]"
tt2052198	2	nm3866187	actress	\N	"[""Georgia Drew""]"
tt2052198	3	nm0264551	actress	\N	"[""Angela McGill""]"
tt2052198	4	nm1299644	actress	\N	"[""Christine The Baker""]"
tt2052198	5	nm3313724	director	series director	\N
tt2052198	6	nm0490188	writer	additional material	\N
tt2052198	7	nm4654380	producer	producer	\N
tt2052198	8	nm1534287	actress	\N	"[""Donna the Delivery Woman""]"
tt2052198	9	nm3531976	actor	\N	"[""Mr. Joshua""]"
tt2053141	1	nm4661813	self	\N	"[""Self - Guest""]"
tt2053141	2	nm0835580	self	\N	"[""Self - Programledare""]"
tt2064052	1	nm0020334	self	\N	"[""Self - Host""]"
tt2064052	2	nm1454938	composer	main title composer	\N
tt20723132	1	nm10521713	self	\N	"[""Self - Co-Host""]"
tt20723132	2	nm6207997	self	\N	"[""Self - Co-Host""]"
tt20723132	3	nm4998117	self	\N	"[""Self - Co-Host""]"
tt20723132	4	nm3065235	self	\N	"[""Self - Co-Host""]"
tt20858754	1	nm2309448	editor	\N	\N
tt2104571	1	nm3883906	actor	\N	"[""Phelous"",""Michael Myers""]"
tt21147586	1	nm10712603	self	\N	"[""Self - Host""]"
tt21147586	2	nm9460084	self	\N	"[""Self""]"
tt21202194	10	nm1333089	cinematographer	\N	\N
tt21202194	1	nm9985577	actress	\N	"[""Arya""]"
tt21202194	2	nm2453174	actress	\N	"[""Kalubai""]"
tt21202194	3	nm1938287	actor	\N	\N
tt21202194	4	nm4148225	director	\N	\N
tt21202194	5	nm8698398	director	\N	\N
tt21202194	6	nm5481546	writer	dialogue	\N
tt21202194	7	nm7144306	writer	\N	\N
tt21202194	8	nm13810204	producer	producer	\N
tt21202194	9	nm4423818	composer	\N	\N
tt21219036	1	nm12647756	actor	\N	"[""Kathir""]"
tt21219036	2	nm10625353	actor	\N	"[""Kathir""]"
tt21219036	3	nm9813876	actress	\N	"[""Poovarsi""]"
tt21219036	4	nm11316009	director	\N	\N
tt21219036	5	nm12736121	producer	producer	\N
tt21219036	6	nm12736122	producer	producer	\N
tt21219036	7	nm10016895	cinematographer	\N	\N
tt21219036	8	nm12736125	editor	\N	\N
tt21219036	9	nm5901493	editor	\N	\N
tt21226872	1	nm12031205	actor	\N	"[""Al Daheeh""]"
tt21264220	10	nm13841963	actor	\N	"[""Sara Flores""]"
tt21264220	1	nm13443612	actor	\N	"[""Kirk Reese""]"
tt21264220	2	nm3723214	actor	\N	"[""Vincent Ricca""]"
tt21264220	3	nm11123475	actor	\N	"[""Floyd Gillsby""]"
tt21264220	4	nm12904858	actor	\N	"[""Lester Hartwright""]"
tt21264220	5	nm13840574	director	\N	\N
tt21264220	6	nm13936543	composer	\N	\N
tt21264220	7	nm9351752	actor	\N	"[""Will""]"
tt21264220	8	nm9461146	actor	\N	"[""Fire Chief""]"
tt21264220	9	nm13842939	actor	\N	"[""Paul Tillman""]"
tt2131100	10	nm4818774	editor	\N	\N
tt2131100	1	nm2451201	self	\N	"[""Self - Meteorite Hunter""]"
tt2131100	2	nm3567927	self	\N	"[""Self - Meteorite Hunter""]"
tt2131100	3	nm4063004	self	\N	"[""Self - Collections Manager A.S.U.""]"
tt2131100	4	nm1004775	self	\N	"[""Self - Meteorite Hunter""]"
tt2131100	5	nm1335309	producer	producer	\N
tt2131100	6	nm1103072	cinematographer	director of photography	\N
tt2131100	7	nm4318729	cinematographer	\N	\N
tt2131100	8	nm2215384	cinematographer	\N	\N
tt2131100	9	nm0320141	editor	\N	\N
tt21327864	1	nm2064061	self	\N	"[""Self - Host""]"
tt21327864	2	nm4347754	self	\N	"[""Self - Co-Host""]"
tt21327864	3	nm1402433	director	\N	\N
tt21327864	4	nm7233571	writer	head writer	\N
tt21327864	5	nm4355180	writer	writer	\N
tt21327864	6	nm2686803	writer	writer	\N
tt21327864	7	nm8126503	writer	writer	\N
tt2135823	1	nm1454200	self	\N	"[""Self""]"
tt2135823	2	nm2502200	actor	\N	"[""MC Steinberg""]"
tt2135823	3	nm3671119	self	\N	"[""Self""]"
tt2135823	4	nm3040319	self	\N	"[""Self""]"
tt2135823	5	nm0601952	self	\N	"[""Self""]"
tt2135823	6	nm3647932	self	\N	"[""Self""]"
tt2135823	7	nm3641612	actor	\N	\N
tt21424440	1	nm6001304	self	\N	"[""Self - Host""]"
tt21424440	2	nm7304880	self	\N	"[""Self - Analyst""]"
tt21424440	3	nm9521761	self	\N	"[""Self - Analyst""]"
tt21424440	4	nm7442406	self	\N	"[""Self - Analyst""]"
tt21424440	5	nm1426600	self	\N	"[""Self - Analyst""]"
tt21424440	6	nm8561928	self	\N	"[""Self - Analyst""]"
tt21424440	7	nm9842868	self	\N	"[""Self - Interviewee""]"
tt21424440	8	nm7304896	self	\N	"[""Self - Analyst""]"
tt21447148	1	nm11417750	actor	\N	"[""Natalie""]"
tt21447148	2	nm11954987	actor	\N	"[""Victim in Alley #2""]"
tt21447148	3	nm13908345	actor	\N	"[""Jackson""]"
tt21447148	4	nm7577471	actor	\N	"[""Dad""]"
tt21447148	5	nm4753895	director	\N	\N
tt21447148	6	nm4246427	producer	producer	\N
tt2148829	10	nm2946917	editor	\N	\N
